epoch;loss;lr;val_loss
0;0.005689818877726793;0.01;0.0020169380586594343
1;0.002024958608672023;0.01;0.0025819207075983286
2;0.0008269565878435969;0.0031599998;0.0008159771095961332
3;0.0008131884969770908;0.0031599998;0.0009524538763798773
4;0.000584901892580092;0.00099856;0.0005525066517293453
5;0.0005750844138674438;0.00099856;0.0005371246952563524
6;0.0004981808597221971;0.00031554495;0.0004839913744945079
7;0.0004722020239569247;9.9712204e-05;0.00045887436135672033
8;0.0004629050672519952;3.150906e-05;0.000452364853117615
9;0.00046137816389091313;3.150906e-05;0.0004514973843470216
10;0.0004583616682793945;1e-05;0.0004492445441428572
11;0.0004577680956572294;1e-05;0.0004494897148106247
12;0.0004571558674797416;1e-05;0.00044969868031330407
13;0.0004570379969663918;1e-05;0.00044911960139870644
14;0.0004564750415738672;1e-05;0.0004462313954718411
15;0.000456172798294574;1e-05;0.0004487696278374642
16;0.0004556664789561182;1e-05;0.00044859631452709436
17;0.0004554912738967687;1e-05;0.000444290490122512
18;0.00045493169454857707;1e-05;0.00044601201079785824
19;0.0004549594596028328;1e-05;0.0004441680503077805
20;0.00045408992446027696;1e-05;0.00044581820839084685
21;0.00045383378164842725;1e-05;0.00044286163756623864
22;0.000453448184998706;1e-05;0.0004453145375009626
23;0.00045319146011024714;1e-05;0.0004424545622896403
24;0.00045271863928064704;1e-05;0.0004431731067597866
25;0.0004525208496488631;1e-05;0.00044286937918514013
26;0.0004521873197518289;1e-05;0.0004422140773385763
27;0.0004516023036558181;1e-05;0.0004433369031175971
28;0.00045118218986317515;1e-05;0.00044298701686784625
29;0.00045086065074428916;1e-05;0.00043968731188215315
